applicant_id,age,years_employed,num_dependents,education_level,marital_status,annual_income,monthly_income,other_income,total_debt,monthly_debt_payment,num_open_loans,loan_amount,loan_purpose,credit_limit,credit_used,num_credit_lines,credit_age_years,num_late_payments,num_missed_payments,num_credit_inquiries,num_bankruptcies,num_collections,debt_to_income,monthly_payment_ratio,loan_to_income,debt_per_loan,credit_utilization,available_credit,credit_per_line,payment_history_score,missed_to_late_ratio,total_derogatory,total_income,income_per_dependent,income_stability,financial_maturity,employment_ratio,credit_age_income,net_worth_proxy,debt_coverage_ratio,creditworthy,credit_score,risk_tier
APL03485,33,2.3,1,Master,Divorced,29540.7,2461.72,82.85,6965.14,194.33,0,18101.51,Personal,18380.64,4406.93,14,17.1,1,0,3,0,0,0.235781,0.078941,0.612765,6965.14,0.239759,13973.71,314.78,0.5,0.0,2.5,30534.9,15267.45,23.6752,462,0.135294,176.0198,22575.56,12.6677,1,722,Good
APL03486,20,4.4,1,High School,Single,74646.0,6220.5,346.1,28003.05,976.24,2,35405.86,Home,11418.86,5189.61,10,17.5,2,1,6,0,0,0.375145,0.156939,0.474317,9334.35,0.454477,6229.25,518.96,0.2,0.333333,7.0,78799.2,39399.6,49.3703,200,1.1,196.3592,46642.95,6.3719,0,693,Fair
APL03487,62,11.3,2,Bachelor,Divorced,156128.26,13010.69,0.76,4264.66,165.14,4,23726.53,Home,16292.04,8333.09,13,22.9,1,1,0,0,0,0.027315,0.012693,0.151968,852.93,0.511482,7958.95,641.01,0.25,0.5,3.0,156137.38,52045.79,135.1304,806,0.245652,273.8483,151863.6,78.7858,1,761,Excellent
APL03488,58,10.5,1,PhD,Married,41252.3,3437.69,42.09,15430.11,616.83,5,15135.45,Car,12140.21,3733.66,12,4.6,3,1,2,0,0,0.374042,0.179432,0.3669,2571.68,0.307545,8406.55,311.14,0.166667,0.25,6.0,41757.38,20878.69,111.5886,696,0.25,48.8864,25822.19,5.5732,0,692,Fair
APL03489,21,9.0,2,PhD,Single,28922.53,2410.21,160.01,7257.74,91.7,1,23990.64,Education,10322.93,842.55,2,5.9,2,0,1,0,1,0.250937,0.038046,0.829479,3628.87,0.081619,9480.38,421.27,0.333333,0.0,4.0,30842.65,10280.88,92.4517,42,1.8,60.6072,21664.79,26.2836,0,695,Fair
APL03490,19,0.6,1,PhD,Married,62686.0,5223.83,11.71,21913.11,748.12,4,11222.76,Personal,16977.42,6674.6,3,6.3,1,0,1,0,0,0.349569,0.143213,0.179031,4382.62,0.393146,10302.82,2224.87,0.5,0.0,1.5,62826.52,31413.26,6.6275,57,0.2,69.5892,40772.89,6.9826,1,714,Good
APL03491,28,4.8,1,High School,Married,12000.0,1000.0,302.29,32748.73,690.34,6,15460.08,Education,22516.5,11342.02,14,2.1,1,1,2,0,0,2.729061,0.69034,1.28834,4678.39,0.50372,11174.48,810.14,0.25,0.5,4.0,15627.48,7813.74,45.0852,392,0.4,19.7248,-20748.73,1.4486,0,570,Very Poor
APL03492,24,3.1,2,Bachelor,Single,59109.18,4925.77,836.74,3501.85,58.34,4,10996.21,Car,30308.54,3178.17,14,1.7,1,0,1,0,0,0.059244,0.011844,0.186032,700.37,0.104861,27130.37,227.01,0.5,0.0,1.5,69150.06,23050.02,34.0602,336,0.3875,18.6782,55607.33,84.4321,1,738,Good
APL03493,66,7.8,2,Master,Divorced,12166.44,1013.87,1968.54,27541.08,277.6,1,27129.17,Education,26076.63,7138.05,1,2.9,0,0,1,0,1,2.263693,0.273802,2.229836,13770.54,0.273734,18938.58,7138.04,1.0,0.0,2.0,35788.92,11929.64,73.3708,66,0.156,27.2789,-15374.64,3.6523,0,615,Poor
APL03494,41,5.7,3,High School,Married,38848.67,3237.39,251.62,6481.24,104.55,2,12107.31,Car,14138.32,4641.46,6,9.4,4,0,1,0,0,0.166833,0.032295,0.311653,2160.41,0.328289,9496.86,773.58,0.2,0.0,4.5,41868.11,10467.03,60.2345,246,0.228,99.3341,32367.43,30.965,0,701,Good
APL03495,68,4.4,0,Bachelor,Married,59799.39,4983.28,88.07,11307.72,241.5,3,34443.11,Business,18258.23,7101.02,5,11.1,1,0,2,0,0,0.189094,0.048462,0.575978,2826.93,0.388922,11157.21,1420.2,0.5,0.0,2.0,60856.23,60856.23,48.3946,340,0.084615,122.0863,48491.67,20.6347,1,729,Good
APL03496,42,11.8,1,Bachelor,Single,32470.0,2705.83,777.37,14083.98,150.2,0,12139.68,Home,4153.71,906.94,9,10.6,1,1,3,0,1,0.433754,0.05551,0.373874,14083.98,0.218345,3246.77,100.77,0.25,0.5,6.0,41798.44,20899.22,122.5796,378,0.453846,110.1139,18386.02,18.0148,0,681,Fair
APL03497,36,20.5,0,High School,Married,100877.09,8406.42,162.41,15723.06,429.91,3,23786.97,Medical,27025.97,6269.24,9,8.1,1,0,2,0,0,0.155864,0.051141,0.235802,3930.76,0.231971,20756.73,696.58,0.5,0.0,2.0,102826.01,102826.01,236.1942,324,1.025,93.3255,85154.03,19.5539,1,754,Excellent
APL03498,29,5.2,0,High School,Married,33778.1,2814.84,371.95,8312.26,146.16,7,16334.35,Medical,6503.65,302.63,1,15.9,0,0,1,0,0,0.246084,0.051925,0.483578,1039.03,0.046532,6201.02,302.63,1.0,0.0,0.5,38241.5,38241.5,54.2235,29,0.4,165.7988,25465.84,19.2586,1,727,Good
APL03499,75,14.3,2,Bachelor,Single,34104.57,2842.05,179.35,13386.36,323.43,0,9087.32,Home,11536.56,2614.13,8,24.7,1,2,2,0,0,0.392509,0.113802,0.266455,13386.36,0.226595,8922.43,326.77,0.166667,1.0,6.0,36256.77,12085.59,149.2522,600,0.242373,257.7992,20718.21,8.7872,0,695,Fair
APL03500,36,6.6,4,Master,Married,58543.71,4878.64,148.46,4362.4,72.59,6,10763.93,Car,10422.16,687.25,14,2.5,1,0,1,1,0,0.074515,0.014879,0.183861,623.2,0.065941,9734.91,49.09,0.5,0.0,4.5,60325.23,12065.05,72.4518,504,0.33,27.4439,54181.31,67.2082,0,701,Good
APL03501,43,24.2,2,Bachelor,Single,82022.78,6835.23,1021.5,3877.76,109.3,4,11824.64,Business,10495.03,6763.97,1,13.7,2,0,2,0,0,0.047277,0.015991,0.144163,775.55,0.644493,3731.06,6763.96,0.333333,0.0,3.0,94280.78,31426.93,273.8173,43,0.896296,155.0123,78145.02,62.5364,1,732,Good
APL03502,26,12.7,1,Master,Single,62635.68,5219.64,81.39,29581.43,301.14,7,17761.42,Home,26184.81,7284.47,6,18.2,1,0,2,1,1,0.472278,0.057694,0.283567,3697.68,0.278194,18900.34,1214.08,0.5,0.0,6.5,63612.36,31806.18,140.2729,156,1.27,201.0209,33054.25,17.3329,0,685,Fair
APL03503,53,2.3,2,Bachelor,Married,53781.41,4481.78,300.8,8186.3,301.91,5,70336.38,Education,6369.77,4174.92,11,10.4,3,1,2,0,1,0.152214,0.067364,1.30782,1364.38,0.655427,2194.85,379.54,0.166667,0.25,7.5,57391.01,19130.34,25.0532,583,0.062162,113.2841,45595.11,14.8448,0,672,Fair
APL03504,40,0.0,0,High School,Married,53858.08,4488.17,360.04,3600.48,130.86,3,24787.94,Personal,12847.66,5181.12,4,16.3,2,2,2,1,1,0.066851,0.029157,0.460246,900.12,0.403273,7666.54,1295.28,0.142857,0.666667,11.5,58178.56,58178.56,0.0,160,0.0,177.5743,50257.6,34.2975,0,661,Fair
APL03505,70,0.6,2,High School,Married,35298.86,2941.57,865.79,24888.14,945.55,6,9849.62,Home,20602.86,11440.04,12,16.5,1,0,2,0,0,0.705069,0.321444,0.279035,3555.45,0.555265,9162.82,953.34,0.5,0.0,2.0,45688.34,15229.45,6.283,840,0.011111,172.782,10410.72,3.111,0,694,Fair
APL03506,22,4.4,0,High School,Divorced,44109.45,3675.79,728.76,8321.12,125.91,5,13439.03,Car,11512.19,7371.9,5,4.3,1,0,2,0,0,0.188647,0.034254,0.304675,1386.85,0.640356,4140.29,1474.38,0.5,0.0,2.0,52854.57,52854.57,47.0556,110,0.733333,45.9861,35788.33,29.1938,1,712,Good
APL03507,35,5.5,1,Bachelor,Married,21697.22,1808.1,383.96,16605.55,477.27,0,38612.09,Home,25579.31,11213.41,13,3.3,1,0,0,0,0,0.765331,0.263962,1.779587,16605.55,0.438378,14365.9,862.57,0.5,0.0,1.0,26304.74,13152.37,54.9174,455,0.289474,32.9505,5091.67,3.7884,0,666,Fair
APL03508,39,9.5,1,High School,Divorced,45748.52,3812.38,27.46,70776.09,1813.2,1,11629.22,Medical,12400.62,1326.19,3,9.5,1,1,2,0,1,1.547068,0.475608,0.254199,35388.04,0.106945,11074.43,442.06,0.25,0.5,5.5,46078.04,23039.02,101.9439,117,0.413043,101.9439,-25027.57,2.1026,0,660,Fair
APL03509,44,3.0,0,Bachelor,Married,85260.24,7105.02,70.58,44875.78,1301.28,2,47497.8,Business,7886.86,2026.92,8,1.3,1,1,2,0,0,0.526339,0.183149,0.557092,14958.59,0.257,5859.94,253.36,0.25,0.5,4.0,86107.2,86107.2,34.0604,352,0.107143,14.7595,40384.46,5.46,0,701,Good
APL03510,72,8.2,1,Master,Divorced,43794.81,3649.57,233.17,18675.8,688.6,0,22167.38,Business,10732.14,5136.16,10,10.3,2,1,0,0,1,0.426439,0.18868,0.506165,18675.8,0.478577,5595.98,513.62,0.2,0.333333,5.5,46592.85,23296.42,87.6358,720,0.146429,110.0791,25119.01,5.3,0,674,Fair
APL03511,58,7.1,0,Bachelor,Married,90630.92,7552.58,426.5,3116.7,50.42,2,20614.51,Business,13203.21,4799.08,6,20.7,3,0,1,0,0,0.034389,0.006676,0.227456,1038.9,0.363478,8404.13,799.85,0.25,0.0,3.5,95748.92,95748.92,81.0434,348,0.169048,236.2814,87514.22,149.7933,1,742,Good
APL03512,20,3.1,1,Bachelor,Married,47668.91,3972.41,251.39,16779.28,643.69,1,150000.0,Car,9268.95,2074.71,5,20.9,3,0,2,0,0,0.351996,0.16204,3.146705,8389.64,0.223834,7194.24,414.94,0.25,0.0,4.0,50685.59,25342.8,33.3934,100,0.775,225.136,30889.63,6.1713,0,693,Fair
APL03513,19,6.0,1,Bachelor,Married,34341.33,2861.78,444.46,15318.08,443.53,6,9188.12,Medical,13588.88,3035.48,11,6.5,1,3,3,0,0,0.446054,0.154984,0.267553,2188.3,0.22338,10553.4,275.95,0.125,1.5,8.5,39674.85,19837.42,62.6648,209,2.0,67.8869,19023.25,6.4523,0,677,Fair
APL03514,68,12.9,0,PhD,Married,48195.72,4016.31,264.95,13374.8,336.54,0,20168.18,Personal,13588.6,8449.79,1,21.0,2,0,1,0,0,0.27751,0.083793,0.418464,13374.8,0.621829,5138.81,8449.78,0.333333,0.0,2.5,51375.12,51375.12,139.1013,68,0.248077,226.444,34820.92,11.9341,1,706,Good
APL03515,60,29.9,2,Master,Widowed,31119.21,2593.27,2443.91,8401.31,320.25,4,9630.47,Medical,22185.19,11786.94,14,24.5,4,1,3,0,0,0.269972,0.123493,0.30947,1680.26,0.531298,10398.25,841.92,0.142857,0.2,7.5,60446.13,20148.71,309.3338,840,0.679545,253.4675,22717.9,8.0976,0,690,Fair
APL03516,18,11.4,3,PhD,Single,94436.93,7869.74,52.46,7738.05,226.0,3,30865.88,Home,14181.32,6443.38,8,20.5,2,0,0,0,1,0.081939,0.028718,0.326841,1934.51,0.454357,7737.94,805.42,0.333333,0.0,3.5,95066.45,23766.61,130.595,144,5.7,234.8418,86698.88,34.8219,1,733,Good
APL03517,38,13.5,1,Bachelor,Married,58496.15,4874.68,356.08,25576.25,272.14,2,16262.21,Personal,12168.62,3540.88,12,3.6,1,0,1,0,0,0.43723,0.055827,0.278005,8525.42,0.290985,8627.74,295.07,0.5,0.0,1.5,62769.11,31384.56,148.1859,456,0.613636,39.5162,32919.9,17.9124,1,717,Good
APL03518,59,0.1,2,Bachelor,Divorced,61423.72,5118.64,184.0,8541.47,277.93,7,26717.57,Business,5937.14,3027.06,5,17.8,0,0,1,0,0,0.139058,0.054298,0.434972,1067.68,0.509852,2910.08,605.41,1.0,0.0,0.5,63631.72,21210.57,1.1026,295,0.002326,196.2551,52882.25,18.417,1,729,Good
APL03519,25,8.3,1,Bachelor,Single,49043.45,4086.95,521.13,5273.07,189.83,7,19204.55,Business,12819.08,2054.35,9,4.6,0,0,0,0,0,0.107518,0.046448,0.391582,659.13,0.160257,10764.73,228.26,1.0,0.0,0.0,55297.01,27648.5,89.644,225,0.922222,49.6822,43770.38,21.5295,1,747,Good
APL03520,30,7.4,2,PhD,Single,30518.03,2543.17,878.21,6674.0,201.35,1,8461.56,Medical,14763.79,8644.3,13,9.5,3,0,0,0,0,0.21869,0.079173,0.277264,3337.0,0.585507,6119.49,664.95,0.25,0.0,3.0,41056.55,13685.52,76.4132,390,0.528571,98.098,23844.03,12.6306,0,693,Fair
APL03521,32,0.9,4,Master,Divorced,69814.85,5817.9,326.27,4115.22,87.75,3,22190.39,Car,17145.77,1949.55,3,6.0,0,0,2,0,0,0.058945,0.015083,0.317846,1028.8,0.113704,15196.22,649.85,1.0,0.0,1.0,73730.09,14746.02,10.0383,96,0.05625,66.9217,65699.63,66.3009,1,735,Good
APL03522,40,3.6,2,Bachelor,Single,35255.33,2937.94,96.52,9812.13,102.71,4,29094.34,Home,585.38,209.32,10,22.1,2,2,0,0,0,0.278316,0.03496,0.825247,1962.43,0.35758,376.06,20.93,0.142857,0.666667,6.0,36413.57,12137.86,37.6934,400,0.15,231.3958,25443.2,28.6042,0,689,Fair
APL03523,37,40.0,3,Bachelor,Married,30653.47,2554.46,394.78,18703.79,331.15,2,40435.66,Medical,19137.05,3026.57,11,3.4,2,0,3,1,1,0.610169,0.129636,1.319122,6234.6,0.158152,16110.48,275.14,0.333333,0.0,8.0,35390.83,8847.71,413.2214,407,1.904762,35.1238,11949.68,7.7139,0,643,Poor
APL03524,68,3.6,2,Master,Divorced,29560.49,2463.37,431.7,10136.18,152.12,2,7165.87,Car,17821.34,8640.77,10,5.8,0,2,0,0,0,0.342896,0.061753,0.242414,3378.73,0.484855,9180.57,864.08,0.2,2.0,4.0,34740.89,11580.3,37.0592,680,0.069231,59.7065,19424.31,16.1936,0,689,Fair
APL03525,19,9.2,0,Bachelor,Married,109521.24,9126.77,950.47,22203.44,392.42,0,29758.63,Personal,13910.79,5560.09,13,16.4,7,1,0,0,0,0.202732,0.042997,0.271716,22203.44,0.399696,8350.7,427.7,0.1,0.125,9.0,120926.88,120926.88,106.7557,247,3.066667,190.3037,87317.8,23.2577,1,713,Good
APL03526,39,1.0,3,High School,Single,35601.91,2966.83,44.69,5303.04,79.04,1,13785.05,Home,11597.01,2466.83,10,20.1,2,0,1,0,1,0.148954,0.026641,0.3872,2651.52,0.212713,9130.18,246.68,0.333333,0.0,4.0,36138.19,9034.55,10.4802,390,0.043478,210.6517,30298.87,37.5358,1,706,Good
APL03527,44,3.1,0,Master,Married,20927.16,1743.93,55.18,152599.05,4629.83,3,13137.56,Business,13529.4,5873.78,14,9.6,1,1,3,1,0,7.291914,2.654826,0.627776,38149.76,0.434149,7655.62,419.56,0.25,0.5,7.5,21589.32,21589.32,30.8414,616,0.110714,95.509,-131671.89,0.3767,0,379,Very Poor
APL03528,58,1.3,0,Bachelor,Divorced,17104.13,1425.34,1384.19,6121.15,225.72,2,6354.48,Business,12710.03,5141.68,6,16.5,3,0,0,0,1,0.357876,0.158362,0.371517,2040.38,0.404537,7568.35,856.95,0.25,0.0,4.5,33714.41,33714.41,12.6713,348,0.030952,160.8277,10982.98,6.3146,0,688,Fair
APL03529,61,5.5,0,Bachelor,Single,100019.61,8334.97,279.02,23503.15,715.31,1,3741.71,Medical,26148.55,7082.23,3,22.2,1,0,0,0,0,0.234985,0.08582,0.03741,11751.58,0.270846,19066.32,2360.74,0.5,0.0,1.0,103367.85,103367.85,63.3222,183,0.122222,255.5915,76516.46,11.6522,1,765,Excellent
APL03530,38,7.1,2,Master,Married,18241.02,1520.08,19.59,20437.54,429.09,1,150000.0,Home,6444.73,1308.92,13,11.1,3,2,2,0,0,1.120417,0.282281,8.223224,10218.77,0.203099,5135.81,100.69,0.125,0.5,8.0,18476.1,6158.7,69.6615,494,0.322727,108.9075,-2196.52,3.5426,0,590,Very Poor
APL03531,31,4.8,2,Bachelor,Single,21858.63,1821.55,404.68,50106.15,1793.41,2,15751.34,Medical,12774.59,3608.92,12,9.0,2,0,0,1,0,2.292282,0.984552,0.720601,16702.05,0.282508,9165.67,300.74,0.333333,0.0,5.0,26714.79,8904.93,47.9635,372,0.32,89.9316,-28247.52,1.0157,0,590,Very Poor
APL03532,32,17.2,1,Bachelor,Single,45497.57,3791.46,982.94,7917.56,171.23,6,40120.68,Home,2485.85,1208.32,9,24.1,0,0,1,1,0,0.174022,0.045162,0.88182,1131.08,0.486079,1277.53,134.26,1.0,0.0,3.5,57292.85,28646.42,184.4775,288,1.075,258.483,37580.01,22.1425,1,705,Good
APL03533,19,2.5,1,Bachelor,Widowed,80550.57,6712.55,415.18,12180.76,260.73,5,18851.27,Home,14591.06,5732.31,7,5.7,2,0,1,0,0,0.151219,0.038842,0.23403,2030.13,0.392865,8858.75,818.9,0.333333,0.0,2.5,85532.73,42766.37,28.2416,133,0.833333,64.3909,68369.81,25.7452,1,726,Good
APL03534,21,2.3,1,Bachelor,Single,45916.93,3826.41,390.51,30686.88,676.55,4,18048.39,Car,22868.69,8078.03,10,4.3,0,1,2,0,0,0.668313,0.176811,0.393066,6137.38,0.353235,14790.66,807.8,0.333333,1.0,3.0,50603.05,25301.52,24.6896,210,0.46,46.1588,15230.05,5.6558,0,699,Fair
APL03535,59,6.1,1,Master,Single,130933.45,10911.12,755.22,23605.69,909.34,7,11395.96,Home,7096.31,2243.57,7,13.2,3,0,3,0,0,0.180288,0.083341,0.087036,2950.71,0.31616,4852.74,320.51,0.25,0.0,4.5,139996.09,69998.04,71.873,413,0.14186,155.5284,107327.76,11.9989,1,740,Good
APL03536,70,10.9,0,Master,Married,67030.53,5585.88,186.13,19962.65,718.35,2,12237.43,Personal,15037.1,3034.57,1,1.9,4,0,1,0,0,0.297814,0.128601,0.182565,6654.22,0.201806,12002.53,3034.57,0.2,0.0,4.5,69264.09,69264.09,121.1308,70,0.201852,21.1145,47067.88,7.776,0,702,Good
APL03537,32,23.5,0,High School,Single,33199.83,2766.65,14.32,1701.29,44.66,4,28534.13,Car,14632.68,2241.35,12,3.8,1,0,1,0,0,0.051244,0.016142,0.859466,340.26,0.153174,12391.33,186.78,0.5,0.0,1.5,33371.67,33371.67,244.6428,384,1.46875,39.5593,31498.54,61.9492,1,729,Good
APL03538,32,9.2,3,High School,Married,34581.98,2881.83,248.11,2473.69,83.35,1,70356.23,Business,15690.79,6616.51,12,13.1,1,0,1,0,0,0.071531,0.028923,2.034477,1236.84,0.421681,9074.28,551.38,0.5,0.0,1.5,37559.3,9389.83,96.1503,384,0.575,136.9096,32108.29,34.575,1,712,Good
APL03539,41,1.6,0,Bachelor,Single,74871.89,6239.32,83.62,3040.74,51.22,0,7349.55,Home,26601.15,10979.28,11,22.4,2,0,1,0,0,0.040613,0.008209,0.098162,3040.74,0.412737,15621.87,998.12,0.333333,0.0,2.5,75875.33,75875.33,17.9577,451,0.064,251.4075,71831.15,121.8141,1,742,Good
APL03540,32,6.1,2,Bachelor,Married,163205.74,13600.48,299.34,8203.53,311.77,4,129344.73,Personal,10135.37,2478.12,3,10.1,0,1,0,0,0,0.050265,0.022923,0.792526,1640.71,0.244502,7657.25,826.04,0.333333,1.0,2.0,166797.82,55599.27,73.2169,96,0.38125,121.228,155002.21,43.6234,1,760,Excellent
APL03541,65,3.9,0,High School,Single,29276.21,2439.68,108.3,2351.56,37.34,4,7677.31,Business,15486.51,6251.27,14,14.7,3,0,1,0,0,0.080323,0.015305,0.262237,470.31,0.403659,9235.24,446.52,0.25,0.0,3.5,30575.81,30575.81,40.1098,910,0.079592,151.1831,26924.65,65.3369,1,705,Good
APL03542,63,6.5,0,Bachelor,Widowed,231195.61,19266.3,312.28,30377.88,1063.4,4,19412.01,Medical,2011.29,619.87,10,8.6,3,0,0,0,0,0.131395,0.055195,0.083964,6075.58,0.308195,1391.42,61.99,0.25,0.0,3.0,234942.97,234942.97,80.2817,630,0.138298,106.2188,200817.73,18.1176,1,787,Excellent
APL03543,23,15.3,2,High School,Single,33413.86,2784.49,283.64,3234.54,126.88,0,9558.58,Medical,19092.0,4053.88,11,10.6,3,1,2,0,0,0.096802,0.045567,0.286066,3234.54,0.212334,15038.12,368.53,0.166667,0.25,6.0,36817.54,12272.51,159.3764,253,2.185714,110.4176,30179.32,21.9459,0,695,Fair
APL03544,41,4.3,0,Master,Married,37566.91,3130.58,109.15,10878.96,236.03,1,10463.44,Home,21779.48,9275.64,12,24.7,1,0,1,0,0,0.289589,0.075395,0.278528,5439.48,0.425889,12503.84,772.97,0.5,0.0,1.5,38876.71,38876.71,45.2958,492,0.172,260.1875,26687.95,13.2635,1,731,Good
APL03545,26,1.5,2,High School,Married,71898.3,5991.52,64.75,3965.14,59.02,6,16870.42,Car,16278.59,7009.31,14,13.7,0,1,1,0,1,0.055149,0.009851,0.234643,566.45,0.430585,9269.28,500.66,0.333333,1.0,4.0,72675.3,24225.1,16.7745,364,0.15,153.2074,67933.16,101.5168,1,718,Good
APL03546,29,13.5,0,High School,Married,85552.58,7129.38,221.36,35366.83,1173.91,5,20457.54,Business,2614.05,944.1,4,11.7,1,2,1,0,0,0.413393,0.164658,0.239122,5894.47,0.361164,1669.95,236.02,0.166667,1.0,5.5,88208.9,88208.9,153.3181,116,1.038462,132.8757,50185.75,6.0732,1,706,Good
APL03547,37,0.4,1,Bachelor,Single,93689.45,7807.45,176.2,6345.11,115.69,0,15794.93,Home,23309.32,8384.73,1,16.3,0,0,1,0,1,0.067725,0.014818,0.168588,6345.11,0.359716,14924.59,8384.72,1.0,0.0,2.0,95803.85,47901.92,4.5791,37,0.019048,186.5984,87344.34,67.486,1,752,Excellent
APL03548,43,7.2,0,High School,Single,55140.87,4595.07,399.92,9248.72,137.37,1,19536.62,Home,8071.22,5287.42,13,23.0,2,1,0,0,0,0.167729,0.029895,0.354304,4624.36,0.655096,2783.8,406.72,0.2,0.333333,4.0,59939.91,59939.91,78.6072,559,0.266667,251.1063,45892.15,33.4503,1,718,Good
APL03549,54,14.8,1,High School,Married,113648.24,9470.69,1080.39,15949.14,300.99,7,19836.36,Business,18292.65,2723.1,14,1.4,1,1,2,0,0,0.140338,0.031781,0.174542,1993.64,0.148863,15569.55,194.51,0.25,0.5,4.0,126612.92,63306.46,172.2849,756,0.389474,16.2972,97699.1,31.4651,1,747,Good
APL03550,49,10.0,0,Master,Single,42225.51,3518.79,749.15,11335.52,151.82,7,12761.86,Personal,12636.95,1706.84,2,4.3,1,0,1,0,0,0.268452,0.043146,0.302231,1416.94,0.135067,10930.11,853.42,0.5,0.0,1.5,51215.31,51215.31,106.508,98,0.30303,45.7985,30889.99,23.1774,1,730,Good
APL03551,31,10.0,3,Master,Married,86561.17,7213.43,6.5,8043.56,87.18,4,27248.0,Home,23953.41,14550.34,3,10.3,1,1,2,1,0,0.092923,0.012086,0.314783,1608.71,0.607443,9403.07,4850.11,0.25,0.5,7.0,86639.17,21659.79,113.6862,93,0.666667,117.0968,78517.61,82.7418,0,684,Fair
APL03552,21,1.9,1,Bachelor,Divorced,67668.8,5639.07,74.03,9351.47,256.29,7,17398.01,Personal,16876.69,11670.64,3,12.3,3,0,1,0,0,0.138195,0.045449,0.257105,1168.93,0.691524,5206.05,3890.21,0.25,0.0,3.5,68557.16,34278.58,21.1326,63,0.38,136.8055,58317.33,22.0027,0,699,Fair
APL03553,63,20.4,1,Bachelor,Single,56735.63,4727.97,47.9,12678.13,409.28,5,25250.97,Education,24320.96,6436.57,8,15.0,0,2,0,0,0,0.22346,0.086566,0.445064,2113.02,0.264651,17884.39,804.57,0.2,2.0,4.0,57310.43,28655.22,223.302,504,0.434043,164.1926,44057.5,11.5519,1,725,Good
APL03554,49,9.1,2,High School,Single,37181.7,3098.48,361.53,25087.06,283.9,5,22918.62,Personal,18369.1,2047.4,9,19.0,0,1,1,1,0,0.674715,0.091626,0.616395,4181.18,0.111459,16321.7,227.49,0.333333,1.0,5.5,41520.06,13840.02,95.7647,441,0.275758,199.9484,12094.64,10.914,0,676,Fair
APL03555,67,2.3,4,Bachelor,Single,152378.21,12698.18,29.14,8042.2,154.07,3,6840.66,Personal,13802.09,5894.29,7,18.9,2,2,2,1,2,0.052778,0.012133,0.044893,2010.55,0.427058,7907.8,842.04,0.142857,0.666667,13.0,152727.89,30545.58,27.4485,469,0.045098,225.555,144336.01,82.4183,0,682,Fair
APL03556,33,4.1,2,High School,Single,54027.45,4502.29,561.91,23976.38,758.4,3,16322.91,Education,9591.04,6777.29,6,22.8,4,2,0,0,1,0.443781,0.168448,0.302123,5994.1,0.706627,2813.75,1129.55,0.111111,0.4,9.5,60770.37,20256.79,44.6788,198,0.241176,248.4577,30051.07,5.9366,0,660,Fair
APL03557,70,1.9,1,PhD,Widowed,109183.6,9098.63,201.54,26126.67,493.14,5,26020.45,Personal,8802.3,4003.66,11,21.4,1,0,1,0,1,0.239291,0.054199,0.238318,4354.44,0.454842,4798.64,363.97,0.5,0.0,3.0,111602.08,55801.04,22.0415,770,0.035185,248.257,83056.93,18.4504,1,741,Good
APL03558,67,32.5,2,Master,Single,35206.42,2933.87,382.82,3318.58,114.22,3,15860.26,Car,8705.95,2827.16,9,16.5,1,0,2,0,0,0.094261,0.038932,0.450493,829.64,0.324739,5878.79,314.13,0.5,0.0,2.0,39800.26,13266.75,340.2429,603,0.637255,172.7387,31887.84,25.6861,1,736,Good
APL03559,24,1.2,1,Bachelor,Divorced,87591.4,7299.28,119.87,6053.37,81.81,3,42549.71,Personal,14451.54,3181.06,5,13.2,1,1,1,0,1,0.069109,0.011208,0.485775,1513.34,0.220119,11270.48,636.21,0.25,0.5,5.0,89029.84,44514.92,13.6565,120,0.15,150.2219,81538.03,89.2223,1,725,Good
APL03560,55,2.7,1,Bachelor,Married,49522.32,4126.86,527.9,5208.51,139.79,2,19665.05,Personal,17165.09,8545.3,5,23.7,2,0,0,0,0,0.105175,0.033873,0.397095,1736.17,0.49783,8619.79,1709.06,0.333333,0.0,2.0,55857.12,27928.56,29.1875,275,0.069231,256.2017,44313.81,29.5219,1,733,Good
APL03561,63,2.1,2,Bachelor,Single,102949.29,8579.11,856.52,7393.02,94.52,5,20493.5,Medical,10182.77,2381.15,10,23.3,3,1,1,0,0,0.071812,0.011017,0.199064,1232.17,0.233841,7801.62,238.11,0.166667,0.25,5.5,113227.53,37742.51,24.2382,630,0.044681,268.9286,95556.27,90.765,1,736,Good
APL03562,57,5.6,1,Bachelor,Single,111569.38,9297.45,999.17,18308.73,417.03,0,23809.84,Car,14125.81,875.39,4,11.5,1,1,1,0,1,0.164102,0.044854,0.213408,18308.73,0.061971,13250.42,218.85,0.25,0.5,5.0,123559.42,61779.71,65.0855,228,0.136585,133.6577,93260.65,22.2944,1,731,Good
APL03563,62,31.4,3,Master,Single,33977.41,2831.45,491.86,4216.78,154.52,4,13389.92,Business,12518.56,1999.33,12,6.3,0,0,1,0,0,0.124105,0.054573,0.394083,843.36,0.159709,10519.23,166.61,1.0,0.0,0.5,39879.73,9969.93,327.6113,744,0.682609,65.7309,29760.63,18.3242,1,738,Good
APL03564,67,10.5,0,High School,Married,72213.67,6017.81,746.22,8037.5,190.01,7,35728.56,Home,11935.0,662.43,10,14.7,0,0,1,2,1,0.111302,0.031575,0.494762,1004.69,0.055503,11272.57,66.24,1.0,0.0,8.0,81168.31,81168.31,117.4677,670,0.205882,164.4548,64176.17,31.671,0,684,Fair
